"","...1","Timestamp","ID","Age","Gender","Condition","ReactionTime","keypress","Stimulus","File","stimcolour","correct","congruency"
"13",25,"2021_Dec_13_1017","2537525673",20,"Female","1",0.698294333007652,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"14",26,"2021_Dec_13_1017","2537525673",20,"Female","1",0.617583625018597,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"15",28,"2021_Dec_13_1017","2537525673",20,"Female","1",1.78191575000528,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"16",31,"2021_Dec_13_1017","2537525673",20,"Female","1",1.84655241703149,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"17",32,"2021_Dec_13_1017","2537525673",20,"Female","1",1.81989212497137,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"18",33,"2021_Dec_13_1017","2537525673",20,"Female","1",1.7363247909816,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"19",34,"2021_Dec_13_1017","2537525673",20,"Female","1",1.33241212501889,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"20",35,"2021_Dec_13_1017","2537525673",20,"Female","1",1.67723462503636,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"21",36,"2021_Dec_13_1017","2537525673",20,"Female","1",0.609969375014771,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"22",37,"2021_Dec_13_1017","2537525673",20,"Female","1",2.77829654194647,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"23",40,"2021_Dec_13_1017","2537525673",20,"Female","1",0.960159999958705,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"24",42,"2021_Dec_13_1017","2537525673",20,"Female","1",1.07822274998762,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"25",43,"2021_Dec_13_1017","2537525673",20,"Female","1",1.03253458399558,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"26",45,"2021_Dec_13_1017","2537525673",20,"Female","1",1.7796876669745,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"27",47,"2021_Dec_13_1017","2537525673",20,"Female","1",1.20513166702585,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"28",48,"2021_Dec_13_1017","2537525673",20,"Female","1",1.0662047919468,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"29",49,"2021_Dec_13_1017","2537525673",20,"Female","1",1.47251687501557,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"30",50,"2021_Dec_13_1017","2537525673",20,"Female","1",1.49531783297425,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"31",52,"2021_Dec_13_1017","2537525673",20,"Female","1",2.77753433299949,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"32",53,"2021_Dec_13_1017","2537525673",20,"Female","1",0.97357800003374,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"33",55,"2021_Dec_13_1017","2537525673",20,"Female","1",1.48797641700367,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"34",56,"2021_Dec_13_1017","2537525673",20,"Female","1",1.84869108302519,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"35",57,"2021_Dec_13_1017","2537525673",20,"Female","1",0.933181583008263,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"36",58,"2021_Dec_13_1017","2537525673",20,"Female","1",1.80492895800853,"r","r","logfile_2537525673_2021_Dec_13_1017_1.csv","r",1,"0"
"37",59,"2021_Dec_13_1017","2537525673",20,"Female","1",1.28193141700467,"y","y","logfile_2537525673_2021_Dec_13_1017_1.csv","y",1,"1"
"38",2,"2021_Dec_13_1441","2673662",22,"Female","0",0.730570250016171,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"39",3,"2021_Dec_13_1441","2673662",22,"Female","0",1.01032362499973,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"40",6,"2021_Dec_13_1441","2673662",22,"Female","0",1.78902287501842,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"41",7,"2021_Dec_13_1441","2673662",22,"Female","0",1.10186358302599,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"42",9,"2021_Dec_13_1441","2673662",22,"Female","0",2.22337087499909,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"43",10,"2021_Dec_13_1441","2673662",22,"Female","0",1.22250004101079,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"44",11,"2021_Dec_13_1441","2673662",22,"Female","0",2.09142025001347,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"45",12,"2021_Dec_13_1441","2673662",22,"Female","0",1.65944125002716,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"46",14,"2021_Dec_13_1441","2673662",22,"Female","0",0.687510583025869,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"47",15,"2021_Dec_13_1441","2673662",22,"Female","0",1.0963700839784,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"48",16,"2021_Dec_13_1441","2673662",22,"Female","0",1.03687833400909,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"49",17,"2021_Dec_13_1441","2673662",22,"Female","0",1.70454154198524,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"50",18,"2021_Dec_13_1441","2673662",22,"Female","0",0.654872708022594,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"51",19,"2021_Dec_13_1441","2673662",22,"Female","0",1.63440854096552,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"52",20,"2021_Dec_13_1441","2673662",22,"Female","0",1.51549712498672,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"53",21,"2021_Dec_13_1441","2673662",22,"Female","0",0.761719957983587,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"54",22,"2021_Dec_13_1441","2673662",22,"Female","0",1.77224962500622,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"55",23,"2021_Dec_13_1441","2673662",22,"Female","0",1.42070349998539,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"56",24,"2021_Dec_13_1441","2673662",22,"Female","0",1.25509108300321,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"57",25,"2021_Dec_13_1441","2673662",22,"Female","0",2.15210524998838,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"58",26,"2021_Dec_13_1441","2673662",22,"Female","0",0.872034583997447,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"59",27,"2021_Dec_13_1441","2673662",22,"Female","0",1.29831633303547,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"60",28,"2021_Dec_13_1441","2673662",22,"Female","0",0.990725125011522,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"61",29,"2021_Dec_13_1441","2673662",22,"Female","0",2.45820391696179,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"62",30,"2021_Dec_13_1441","2673662",22,"Female","0",1.00567616603803,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"63",31,"2021_Dec_13_1441","2673662",22,"Female","0",0.815658042032737,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"64",32,"2021_Dec_13_1441","2673662",22,"Female","0",1.53904491703724,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"65",34,"2021_Dec_13_1441","2673662",22,"Female","0",1.51894070801791,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"66",35,"2021_Dec_13_1441","2673662",22,"Female","0",1.96965233399533,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"67",36,"2021_Dec_13_1441","2673662",22,"Female","0",1.12913137499709,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"68",37,"2021_Dec_13_1441","2673662",22,"Female","0",1.75285329204053,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"69",38,"2021_Dec_13_1441","2673662",22,"Female","0",0.743526500009466,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"70",39,"2021_Dec_13_1441","2673662",22,"Female","0",1.02555591601413,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"71",40,"2021_Dec_13_1441","2673662",22,"Female","0",1.11769524996635,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"72",41,"2021_Dec_13_1441","2673662",22,"Female","0",0.869459833018482,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"73",42,"2021_Dec_13_1441","2673662",22,"Female","0",1.25308512500487,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"74",43,"2021_Dec_13_1441","2673662",22,"Female","0",0.900125083047897,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"75",44,"2021_Dec_13_1441","2673662",22,"Female","0",2.18078879197128,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"76",45,"2021_Dec_13_1441","2673662",22,"Female","0",1.22395795898046,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"77",46,"2021_Dec_13_1441","2673662",22,"Female","0",2.66036641696701,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"78",47,"2021_Dec_13_1441","2673662",22,"Female","0",1.16283637500601,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"79",48,"2021_Dec_13_1441","2673662",22,"Female","0",1.26062883296981,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"80",49,"2021_Dec_13_1441","2673662",22,"Female","0",1.43143012502696,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"81",50,"2021_Dec_13_1441","2673662",22,"Female","0",0.573804125015158,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"82",51,"2021_Dec_13_1441","2673662",22,"Female","0",1.45193787501194,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"83",52,"2021_Dec_13_1441","2673662",22,"Female","0",1.32640666596126,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"84",53,"2021_Dec_13_1441","2673662",22,"Female","0",0.987362666986883,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"85",54,"2021_Dec_13_1441","2673662",22,"Female","0",1.07619154202985,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"86",55,"2021_Dec_13_1441","2673662",22,"Female","0",0.925121666979976,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"87",56,"2021_Dec_13_1441","2673662",22,"Female","0",0.832547541009262,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"88",57,"2021_Dec_13_1441","2673662",22,"Female","0",1.92315862502437,"y","y","logfile_2673662_2021_Dec_13_1441_0.csv","y",1,"0"
"89",58,"2021_Dec_13_1441","2673662",22,"Female","0",1.02633345901268,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"90",59,"2021_Dec_13_1441","2673662",22,"Female","0",1.27086479199352,"r","r","logfile_2673662_2021_Dec_13_1441_0.csv","r",1,"0"
"91",1,"2021_Dec_13_1241","420",24,"Male","1",1.31449053401593,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"92",2,"2021_Dec_13_1241","420",24,"Male","1",1.85440949499025,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"93",6,"2021_Dec_13_1241","420",24,"Male","1",1.94859015999828,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"94",10,"2021_Dec_13_1241","420",24,"Male","1",2.65372704400215,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"95",11,"2021_Dec_13_1241","420",24,"Male","1",1.60712888900889,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"96",13,"2021_Dec_13_1241","420",24,"Male","1",0.526409869984491,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"97",14,"2021_Dec_13_1241","420",24,"Male","1",0.701732963992981,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"98",17,"2021_Dec_13_1241","420",24,"Male","1",1.16485467599705,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"99",18,"2021_Dec_13_1241","420",24,"Male","1",1.54353548100335,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"100",19,"2021_Dec_13_1241","420",24,"Male","1",2.73705587000586,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"101",23,"2021_Dec_13_1241","420",24,"Male","1",1.0671412619995,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"102",24,"2021_Dec_13_1241","420",24,"Male","1",0.608275701000821,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"103",25,"2021_Dec_13_1241","420",24,"Male","1",0.900504489021841,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"104",26,"2021_Dec_13_1241","420",24,"Male","1",0.574828689015703,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"105",29,"2021_Dec_13_1241","420",24,"Male","1",0.800793874019291,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"106",30,"2021_Dec_13_1241","420",24,"Male","1",1.11031660801382,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"107",31,"2021_Dec_13_1241","420",24,"Male","1",1.52478162499028,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"108",32,"2021_Dec_13_1241","420",24,"Male","1",0.573737344995607,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"109",33,"2021_Dec_13_1241","420",24,"Male","1",0.621100365999155,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"110",34,"2021_Dec_13_1241","420",24,"Male","1",1.39340383501258,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"111",35,"2021_Dec_13_1241","420",24,"Male","1",0.547933039983036,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"112",36,"2021_Dec_13_1241","420",24,"Male","1",0.656201911013341,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"113",37,"2021_Dec_13_1241","420",24,"Male","1",0.872000021015992,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"114",39,"2021_Dec_13_1241","420",24,"Male","1",0.631614770012675,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"115",42,"2021_Dec_13_1241","420",24,"Male","1",0.688769781991141,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"116",43,"2021_Dec_13_1241","420",24,"Male","1",0.933921428979374,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"117",44,"2021_Dec_13_1241","420",24,"Male","1",0.801316430995939,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"118",45,"2021_Dec_13_1241","420",24,"Male","1",0.701677322009346,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"119",46,"2021_Dec_13_1241","420",24,"Male","1",0.600483116984833,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"120",48,"2021_Dec_13_1241","420",24,"Male","1",0.48525007799617,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"121",50,"2021_Dec_13_1241","420",24,"Male","1",0.756490376021247,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"122",51,"2021_Dec_13_1241","420",24,"Male","1",0.452646303980146,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"123",53,"2021_Dec_13_1241","420",24,"Male","1",1.26204733800841,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"124",54,"2021_Dec_13_1241","420",24,"Male","1",0.594613418012159,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"125",55,"2021_Dec_13_1241","420",24,"Male","1",0.887244280980667,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"126",58,"2021_Dec_13_1241","420",24,"Male","1",1.27504810201935,"y","y","logfile_420_2021_Dec_13_1241_1.csv","y",1,"1"
"127",59,"2021_Dec_13_1241","420",24,"Male","1",0.593191193009261,"r","r","logfile_420_2021_Dec_13_1241_1.csv","r",1,"0"
"128",1,"2021_Dec_13_1457","7",21,"Female","0",2.98125766695011,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"129",3,"2021_Dec_13_1457","7",21,"Female","0",1.67839362495579,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"130",5,"2021_Dec_13_1457","7",21,"Female","0",2.19300691701937,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"131",6,"2021_Dec_13_1457","7",21,"Female","0",2.94256974995369,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"132",7,"2021_Dec_13_1457","7",21,"Female","0",0.946775624994188,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"133",8,"2021_Dec_13_1457","7",21,"Female","0",0.911744082986843,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"134",9,"2021_Dec_13_1457","7",21,"Female","0",1.5604472910054,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"135",10,"2021_Dec_13_1457","7",21,"Female","0",2.15795829100534,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"136",11,"2021_Dec_13_1457","7",21,"Female","0",0.787933791987598,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"137",12,"2021_Dec_13_1457","7",21,"Female","0",1.39807774999645,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"138",13,"2021_Dec_13_1457","7",21,"Female","0",0.824175708985422,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"139",14,"2021_Dec_13_1457","7",21,"Female","0",1.37050933402497,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"140",15,"2021_Dec_13_1457","7",21,"Female","0",1.49169312498998,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"141",16,"2021_Dec_13_1457","7",21,"Female","0",2.30769991700072,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"142",17,"2021_Dec_13_1457","7",21,"Female","0",2.17342470900621,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"143",18,"2021_Dec_13_1457","7",21,"Female","0",0.994473374972586,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"144",19,"2021_Dec_13_1457","7",21,"Female","0",0.818491125013679,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"145",20,"2021_Dec_13_1457","7",21,"Female","0",2.22837633395102,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"146",21,"2021_Dec_13_1457","7",21,"Female","0",1.69338495796546,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"147",22,"2021_Dec_13_1457","7",21,"Female","0",1.46493979095249,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"148",23,"2021_Dec_13_1457","7",21,"Female","0",1.66262966702925,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"149",24,"2021_Dec_13_1457","7",21,"Female","0",0.890578540973365,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"150",25,"2021_Dec_13_1457","7",21,"Female","0",1.44232612499036,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"151",26,"2021_Dec_13_1457","7",21,"Female","0",1.82316504197661,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"152",27,"2021_Dec_13_1457","7",21,"Female","0",3.25726212497102,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"153",28,"2021_Dec_13_1457","7",21,"Female","0",0.836423375003505,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"154",29,"2021_Dec_13_1457","7",21,"Female","0",0.94675554195419,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"155",30,"2021_Dec_13_1457","7",21,"Female","0",1.49068037496181,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"156",31,"2021_Dec_13_1457","7",21,"Female","0",1.80086470895912,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"157",32,"2021_Dec_13_1457","7",21,"Female","0",2.81812416599132,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"158",33,"2021_Dec_13_1457","7",21,"Female","0",0.642978916992433,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"159",34,"2021_Dec_13_1457","7",21,"Female","0",1.28813841700321,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"160",35,"2021_Dec_13_1457","7",21,"Female","0",2.12434062501416,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"161",36,"2021_Dec_13_1457","7",21,"Female","0",1.11382554098964,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"162",37,"2021_Dec_13_1457","7",21,"Female","0",1.06885024998337,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"163",38,"2021_Dec_13_1457","7",21,"Female","0",1.18446274998132,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"164",39,"2021_Dec_13_1457","7",21,"Female","0",0.891518167045433,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"165",40,"2021_Dec_13_1457","7",21,"Female","0",1.80960741697345,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"166",41,"2021_Dec_13_1457","7",21,"Female","0",2.63049074995797,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"167",42,"2021_Dec_13_1457","7",21,"Female","0",1.88202508399263,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"168",43,"2021_Dec_13_1457","7",21,"Female","0",0.67607649997808,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"169",44,"2021_Dec_13_1457","7",21,"Female","0",0.814602791971993,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"170",45,"2021_Dec_13_1457","7",21,"Female","0",1.22202450002078,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"171",46,"2021_Dec_13_1457","7",21,"Female","0",1.54531591699924,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"172",47,"2021_Dec_13_1457","7",21,"Female","0",1.60391570901265,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"173",48,"2021_Dec_13_1457","7",21,"Female","0",1.5715140409884,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"174",49,"2021_Dec_13_1457","7",21,"Female","0",0.953759958036244,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"175",50,"2021_Dec_13_1457","7",21,"Female","0",0.572409374988638,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"176",51,"2021_Dec_13_1457","7",21,"Female","0",1.24400962499203,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"177",52,"2021_Dec_13_1457","7",21,"Female","0",0.725220500025898,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"178",53,"2021_Dec_13_1457","7",21,"Female","0",0.876583791978192,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"179",54,"2021_Dec_13_1457","7",21,"Female","0",1.63210941600846,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"180",55,"2021_Dec_13_1457","7",21,"Female","0",1.79895037499955,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"181",56,"2021_Dec_13_1457","7",21,"Female","0",1.82953316700878,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"182",57,"2021_Dec_13_1457","7",21,"Female","0",0.763571457995567,"y","y","logfile_7_2021_Dec_13_1457_0.csv","y",1,"0"
"183",58,"2021_Dec_13_1457","7",21,"Female","0",1.77019087504596,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"184",59,"2021_Dec_13_1457","7",21,"Female","0",1.94672837498365,"r","r","logfile_7_2021_Dec_13_1457_0.csv","r",1,"0"
"185",0,"2021_Dec_13_1024","br00",21,"Female","2",3.05013064300874,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"186",1,"2021_Dec_13_1024","br00",21,"Female","2",0.819001447001938,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"187",2,"2021_Dec_13_1024","br00",21,"Female","2",0.758033074991545,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"188",3,"2021_Dec_13_1024","br00",21,"Female","2",0.885517326008994,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"189",4,"2021_Dec_13_1024","br00",21,"Female","2",0.672801874025026,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"190",5,"2021_Dec_13_1024","br00",21,"Female","2",0.825261182995746,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"191",6,"2021_Dec_13_1024","br00",21,"Female","2",1.02468729799148,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"192",7,"2021_Dec_13_1024","br00",21,"Female","2",1.13630032699439,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"193",8,"2021_Dec_13_1024","br00",21,"Female","2",1.34245029799058,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"194",9,"2021_Dec_13_1024","br00",21,"Female","2",1.00659585400717,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"195",10,"2021_Dec_13_1024","br00",21,"Female","2",0.991314285987755,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"196",11,"2021_Dec_13_1024","br00",21,"Female","2",1.25130861002253,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"197",12,"2021_Dec_13_1024","br00",21,"Female","2",1.07513208300225,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"198",13,"2021_Dec_13_1024","br00",21,"Female","2",0.722646849026205,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"199",14,"2021_Dec_13_1024","br00",21,"Female","2",1.13333888500347,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"200",15,"2021_Dec_13_1024","br00",21,"Female","2",1.60534778400324,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
